Date,Close
2016-01-01,100.59671415301123
2016-01-04,100.55844985184005
2016-01-05,101.30613838994074
2016-01-06,102.92916824634877
2016-01-07,102.79501487162543
2016-01-08,102.66087791467625
2016-01-11,104.34009073018365
2016-01-12,105.20752545933655
2016-01-13,104.8380510734016
2016-01-14,105.48061111698756
2016-01-15,105.1171934241751
2016-01-18,104.75146367060485
2016-01-19,105.09342594217088
2016-01-20,103.28014569751308
2016-01-21,101.65522786500004
2016-01-22,101.19294033575908
2016-01-25,100.28010921542464
2016-01-26,100.69435654801993
2016-01-27,99.88633247249871
2016-01-28,98.57402877116343
2016-01-29,100.13967754008497
2016-02-01,100.01390123959844
2016-02-02,100.18142944428637
2016-02-03,98.85668125807291
2016-02-04,98.41229853354773
2016-02-05,98.6232211232576
2016-02-08,97.57222754583529
2016-02-09,98.04792556418096
2016-02-10,97.54728687426216
2016-02-11,97.35559312446888
2016-02-12,96.85388651223948
2016-02-15,98.80616469674843
2016-02-16,98.89266747201049
2016-02-17,97.93495654305458
2016-02-18,98.85750145515777
2016-02-19,97.73665780518675
2016-02-22,98.0455214001915
2016-02-23,96.18585127631174
2016-02-24,94.9576652274133
2016-02-25,95.25452646328243
2016-02-26,96.09299304327783
2016-02-29,96.36436132446781
2016-03-01,96.34871304207957
2016-03-02,96.14760934649028
2016-03-03,94.76908735612285
2016-03-04,94.14924314772814
2016-03-07,93.78860437676836
2016-03-08,94.94572660298726
2016-03-09,95.38934489255573
2016-03-10,93.726304737193
2016-03-11,94.15038870658779
2016-03-14,93.86530642617147
2016-03-15,93.28838442586552
2016-03-16,94.0000607147064
2016-03-17,95.13106023720233
2016-03-18,96.16234035631854
2016-03-21,95.4231228330959
2016-03-22,95.21391045724468
2016-03-23,95.64517388864824
2016-03-24,96.72071901577061
2016-03-25,96.34154477792532
2016-03-28,96.2558858012615
2016-03-29,95.24955082725548
2016-03-30,94.1533442031748
2016-03-31,95.065870025569
2016-04-01,96.52211005413982
2016-04-04,96.55009993255949
2016-04-05,97.65363283045151
2016-04-06,98.11526885549915
2016-04-07,97.57014910089403
2016-04-08,98.03154470640243
2016-04-11,99.6695812728684
2016-04-12,99.73375523375846
2016-04-13,101.39839888957246
2016-04-14,98.87865378548271
2016-04-15,99.80055628985794
2016-04-18,99.98760335809611
2016-04-19,99.78859600763025
2016-04-20,99.98035678416575
2016-04-21,98.09278786956486
2016-04-22,97.97311598172735
2016-04-25,98.43022855323909
2016-04-26,100.0081225979806
2016-04-27,99.58985237970695
2016-04-28,98.88135877681377
2016-04-29,98.47960173322923
2016-05-02,99.49500385093131
2016-05-03,99.92375496059098
2016-05-04,99.49399475682395
2016-05-05,100.1072621899373
2016-05-06,100.30433973928535
2016-05-09,101.37298472981824
2016-05-10,100.77093163594088
2016-05-11,100.54326948934312
2016-05-12,100.25116133621096
2016-05-13,98.88764638807884
2016-05-16,99.28376666514342
2016-05-17,99.6448219373233
2016-05-18,99.74993539396577
2016-05-19,99.61534826059062
2016-05-20,98.2999775185402
2016-05-23,97.97933219577484
2016-05-24,97.73661767924807
2016-05-25,97.03434041002646
2016-05-26,96.97305469836044
2016-05-27,97.47710555517499
2016-05-30,99.46329145638552
2016-05-31,99.73786926921736
2016-06-01,100.09541965994012
2016-06-02,100.12097374417395
2016-06-03,98.30220252887491
2016-06-06,98.3756886534257
2016-06-07,98.53591886336672
2016-06-08,101.099160975852
2016-06-09,101.00680001107088
2016-06-10,101.4083473534045
